analysis,observations,MBE_W,error_std_W,forecast_mean_W,relative_error_mean_pct,relative_error_median_pct,error_q0.025,error_q0.05,error_q0.1,error_q0.9,error_q0.95,error_q0.975,empirical_80%_lower_W,empirical_80%_upper_W,normal_80%_lower_W,normal_80%_upper_W,empirical_90%_lower_W,empirical_90%_upper_W,normal_90%_lower_W,normal_90%_upper_W,empirical_95%_lower_W,empirical_95%_upper_W,normal_95%_lower_W,normal_95%_upper_W
primary_march_week1_12_to_13,7,11804.636671428569,19574.583500542194,273048.5557142857,4.498439094010762,4.665132294296394,-14439.958412083344,-13896.229240833341,-12808.770898333338,32581.501400000023,33671.19469999999,34216.041349999985,-12808.770898333338,32581.501400000023,-13281.202133024883,36890.47547588202,-13896.229240833341,33671.19469999999,-20392.68746793886,44001.960810795994,-14439.958412083344,34216.041349999985,-26560.84230462811,50170.11564748525
